tablet_num	subject	relation_type	object	subject_tag	object_tag
P101076	ur-am3-ma-am3	dumu	a-sa6	PN	PN
P101076	a-kal-la	dumu	{d}utu-mu	PN	PN
P101076	a-du-du	dumu	lu2-{d}nansze	PN	PN
P101076	lugal-{gesz}gigir-re	dumu	giri3-ni	PN	N
P101076	x-gun3	dumu	ur-{d}suen	PN	PN
P101076	a-kal-la	dumu	ur-{d}ba-ba6	PN	PN
P101076	ur-am3-ma	dumu	a-sa6	PN	PN
P101076	lugal-ezem	dumu	lu2-bala-a	PN	PN
P101076	ma-dar	dumu	ur-{d}suen	PN	PN
P101083	dub-sar	dumu	da-da	N	PN
P101096	lu2-{d}nanna	dumu	lugal-ka	PN	N
P101110	dub-sar	dumu	ur-e11-e	N	PN
P101111	dub-sar	dumu	ur-{d}szara2	N	PN
P101112	dub-sar	dumu	KA-x	N	PN
P101129	dabin	dam	hu-li2-bar	N	PN
P101134	dub-sar	dumu	...	N	PN
P101137	lugal-inim-gi-na	dumu	lugal-nesag-e	PN	PN
P101139	dub-sar	dumu	ur-e11-e	N	PN
P101140	dub-sar	dumu	...	N	PN
P101148	dub-sar	dumu	du11-ga	N	PN
P101150	x	dumu	ur-{d}...	N	PN
P101151	dub-sar	dumu	la-a-sa6	N	PN
P101155	ur-gu2-edin-na	dumu	i7-pa-e3	PN	PN
P101157	ur-{d}ur3-bar-tab	dumu	lugal-a2-zi-da	PN	PN
P101158	dub-sar	dumu	ur-...	N	PN
P101159	dub-sar	dumu	a-ab-ba	N	V
P101175	dub-sar	dumu	na-x-x	N	PN
P101178	a-kal-la	dumu	lugal-nesag-e-ka	PN	PN
P101179	dub-sar	dumu	AN-x-sza3	N	PN
P101183	ab-ba-gi-na	dumu	ur-{gesz}gigir	PN	PN
P101187	dub-sar	dumu	ur-e11-e	N	PN
P101195	dub-sar	dumu	ur-e11-e	N	PN
P101204	dub-sar	dumu	ur-e11-e	N	PN
P101224	dub-sar	dumu	da-da	N	PN
P101228	{d}szara2-kam	dumu	lugal-x	PN	PN
P101229	dub-sar	dumu	ur-{d}szara2	N	PN
P101230	dub-sar	dumu	...	N	PN
P101234	tug2	dumu	kar-ra	N	V
P101234	kar-ra	dam	ur-ge6-par4	V	PN
P101234	1(disz)	dam	a-a-...	NU	PN
P101234	1(disz)	dam	a-a-kal-la	NU	PN
P101234	1(disz)	dam	...	NU	PN
P101234	1(disz)	dam	...	NU	PN
P101234	1(disz)	dam	ur-...	NU	PN
P101234	1(disz)	dam	lugal-...	NU	PN
P101234	1(disz)	dam	ab-ba-gi-na	NU	PN
P101234	1(disz)	dam	i3-kal-la	NU	PN
P101234	nam-nimgir-si	dam	lugal-ma2-gur8-re	PN	PN
P101234	1(disz)	dam	inim-ma-ni-zi	NU	PN
P101234	lu2-sa6-ga	dumu	un-da-ga	PN	V
P101244	lu2-dingir-ra	dumu	nigar{gar}-ki-du10	PN	PN
P101247	dub-sar	dumu	lugal-sa6-ga	N	PN
P101261	dub-sar	dumu	lugal-e2-mah-e	N	PN
P101267	al-ba-ni-du11	dumu	bur-ma-ma	PN	PN
P101267	lu2-...	dumu	szu-zu-...	PN	PN
P101267	lu2-{d}szara2	dumu	ur-kun	PN	PN
P101273	sila3	dam	da-a-ga	N	V
P101279	ur-{gesz}gigir	dumu	ama-kal-la	PN	PN
P101285	sila3	dumu	lugal-iri-da	N	PN
P101292	szu-esz18-dar	dumu	ur-{d}dumu-zi-da	PN	PN
P101293	sza3-ku3-ge	dumu	ARAD2-hu-la	PN	PN
P101296	mu	dumu-munus	lugal	N	N
P101297	masz2	dam	ur-nigar{gar}	N	PN
P101297	masz2	dam	di-ni-tum	N	PN
P101322	dub-sar	dumu	ha-ba-lu5-ge2	N	PN
P101323	ur-mes	dumu	la-na	PN	PN
P101325	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101326	ur-mes	dumu	la-na	PN	PN
P101329	dub-sar	dumu	...	N	PN
P101330	dub-sar	dumu	...	N	PN
P101331	dub-sar	dumu	la-ni-a	N	PN
P101332	du11-ga	dumu	...	PN	PN
P101335	masz2	dam	tab-ba-da-ra-ah	N	PN
P101335	masz2	dumu	zu-za-a	N	PN
P101340	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101341	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101342	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101344	{d}i-bi2-{d}suen	dumu	lu2-{d}nin-gir2-su	RN	PN
P101346	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101348	giri3	dumu-munus	tab-ba-da-ra-ah	N	PN
P101363	kasz-de2-a	dumu-munus	a-ba-{d}en-lil2-gin7	N	PN
P101368	{d}szul-gi	dumu	an-na	RN	N
P101370	mu	nin	se-lu-usz-{d}da-gan-sze3	N	PN
P101394	u4	dumu	in-tu-da-a	N	PN
P101398	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101399	geme2	dumu	{d}inanna-ke4-ne-sze3	N	DN
P101401	dub-sar	dumu	...	N	PN
P101403	geme2	dumu	{d}inanna-ke4-ne-sze3	N	DN
P101405	nu-ur2-{d}iszkur	dumu	szu-{d}iszkur	PN	PN
P101417	lu2-{d}utu	dumu	ma-an-szum2	PN	PN
P101420	szesz-kal-la	dumu	ugu2-du6	PN	PN
P101420	lu2-dingir-ra	dumu	ku3-saga	PN	PN
P101420	ur-{d}gesztin-an-ka	dumu	ka5-a	PN	N
P101420	lu2-du10-ga	dumu	lugal-nig2-lagar-e	PN	PN
P101420	...	dumu	lugal-{gesz}gigir-re	PN	PN
P101420	ur-{d}suen	dumu	i-di3-a	PN	PN
P101420	szesz-kal-la	dumu	PI-a-na	PN	PN
P101435	a2-bi2-lum	dumu	a-hu-du10	N	PN
P101435	lu2-{d}suen	dumu	ur-sa6-ga	PN	PN
P101441	nu-banda3-gu4	dumu	giri3-ni	N	N
P101442	masz2	ama	za-la-x-a	N	PN
P101442	sila4	dumu	geme2-giri3-ni-sze3	N	PN
P101442	masz2	dam	al-la	N	V
P101448	sila4	ama	szu-{d}be	N	PN
P101448	sila4	dam	i-mi-{d}suen	N	PN
P101454	dub-sar	dumu	i3-di3-er3-ra	N	PN
P101456	sila4	dumu	bur-ma-ma	N	PN
P101459	dub-sar	dumu	ur-e11-e	N	PN
P101463	mu	dumu	lugal	N	N
P101464	dub-sar	dumu	lu2-kukku2	N	PN
P101465	dub-sar	dumu	ur-{d}szul-pa-e3	N	PN
P101466	dub-sar	dumu	ur-...	N	PN
P101467	ur-{d}...	dumu	{d}x-x	PN	DN
P101470	dub-sar	dumu	lugal-sa6-ga	N	PN
P101473	szesz-a-ni	dumu	giri17-zal-{d}szul-gi-ra-ka	N	PN
P101476	engar-zi	dumu	ur-ba-gara2-ke4	PN	PN
P101479	dub-sar	dumu	e2-ki	N	PN
P101480	dub-sar	dumu	lugal-sa6-ga	N	PN
P101481	lu2-he2-gal2	dumu	ur-{gesz}gigir	PN	PN
P101482	dub-sar	dumu	lu2-sa6-ga	N	PN
P101483	dub-sar	dumu	x	N	N
P101484	dub-sar	dumu	szesz-kal-la	N	PN
P101485	dub-sar	dumu	ur-{gesz}gigir	N	PN
P101486	dub-sar	dumu	ur-nigar{gar}	N	PN
P101487	dub-sar	dumu	...	N	PN
P101490	dub-sar	dumu	da-da	N	PN
P101491	dub-sar	dumu	lugal-sa6-ga	N	PN
P101494	dub-sar	dumu	bar-ra-an	N	PN
P101495	i7-pa-e3	dumu	lugal-uszur3	PN	PN
P101497	dub-sar	dumu	lugal-uszur3	N	PN
P101499	dub-sar	dumu	lugal-iti-da	N	PN
P101501	dub-sar	dumu	iri-bar-e	N	PN
P101502	in-sa6-sa6	dumu	bi2-du11	PN	V
P101505	dub-sar	dumu	ur-nigar{gar}	N	PN
P101506	dub-sar	dumu	ur-e11-e	N	PN
P101507	dub-sar	dumu	lu2-{d}szara2	N	PN
P101508	dub-sar	dumu	ma-an-szum2	N	PN
P101509	lugal-ku3-ga-ni	dumu	ur-mes	PN	PN
P101510	dub-sar	dumu	da-da	N	PN
P101511	dub-sar	dumu	ur-{d}isztaran	N	PN
P101512	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P101513	dub-sar	dumu	ur-{d}nisaba	N	PN
P101514	a-kal-la	dumu	du10-ga-a-ta	PN	PN
P101515	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P101517	dub-sar	dumu	ur-{d}isztaran	N	PN
P101518	inim-{d}szara2	dumu	ur-nigar{gar}	PN	PN
P101519	dub-sar	dumu	lugal-e-ba-an-sa6	N	PN
P101520	a-kal-la	dumu	lu2-bulug3-ga2	PN	PN
P101521	dub-sar	dumu	ur-e11-e	N	PN
P101522	a-kal-la	dumu	lu2-bulug3-ga2	PN	PN
P101523	dub-sar	dumu	lu2-ga	N	PN
P101524	dub-sar	dumu	da-a-gi4	N	PN
P101525	dub-sar	dumu	ur-e11-e	N	PN
P101526	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P101527	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P101528	...	dumu	x	PN	N
P101529	dub-sar	dumu	lugal-ma2-gur8-re	N	PN
P101530	a-bi2-si2-im-ti	nin	i3-im-gen-na-a	PN	PN
P101530	dub-sar	dumu	ur-e11-e	N	PN
P101531	a-da-ga	dumu	ur-ab-zu	N	PN
P101531	dub-sar	dumu	ur-a-a-mu	N	PN
P101532	dub-sar	dumu	ma-an-szum2	N	PN
P101533	dub-sar	dumu	lu2-{d}szara2	N	PN
P101534	dub-sar	dumu	lu2-{d}szara2	N	PN
P101535	dub-sar	dumu	ur-e11-e	N	PN
P101536	a-bi2-si2-im-ti	nin	kiszib3	PN	N
P101536	dub-sar	dumu	ur-{d}szara2	N	PN
P101537	dub-sar	dumu	lu2-{d}...	N	PN
P101538	dub-sar	dumu	da-da	N	PN
P101541	dub-sar	dumu	ur-e11-e	N	PN
P101541	dub-sar	dumu	ur-{d}szara2	N	PN
P101542	lu2-me-lam2	dumu	ur-{d}utu	PN	PN
P101542	szesz-kal-la	dumu	ur-{d}dumu-zi-da	PN	PN
P101542	lugal-ezem	dumu	szesz-a-ni	PN	N
P101542	{d}szara2-kam	dumu	{d}en-lil2-la2-i3-sa6	PN	PN
P101542	dub-sar	dumu	lu2-{d}szara2	N	PN
P101543	dub-sar	dumu	lugal-sa6-ga	N	PN
P101544	ur-{d}utu	dumu	al-la	PN	V
P101545	dub-sar	dumu	lugal-uszur3	N	PN
P101546	dub-sar	dumu	du10-ga	N	V
P101547	ur-{gesz}gigir	dumu	a-si-lu	PN	PN
P101547	ur-{gesz}gigir	dumu	a-si-lu	PN	PN
P101548	dub-sar	dumu	lugal-sa6-ga	N	PN
P101549	a-lu5-lu5	dumu	inim-{d}szara2	N	PN
P101558	szesz-kal-la	dumu	na-silim	PN	PN
P101558	dub-sar	dumu	lu2-{d}szara2	N	PN
P101561	lugal-nesag-e	dumu	lu2-...	PN	PN
P101563	{d}nanna-ki-ag2	dumu	he2-lah5	PN	N
P101563	dub-sar	dumu	ur-{gesz}gigir	N	PN
P101564	dub-sar	dumu	SI-A-AN	N	PN
P101565	dub-sar	dumu	lugal-uszur3	N	PN
P101567	dub-sar	dumu	ur-nigar{gar}	N	PN
P101569	szesz-kal-la	dumu	na-silim-ta	PN	PN
P101569	dub-sar	dumu	ur-{d}szara2	N	PN
P101572	dub-sar	dumu	szesz-kal-la	N	PN
P101578	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P101581	ur-{gesz}gigir	dumu	{gesz}guzza-ni-me	PN	N
P101581	lu2-{d}szara2	dumu	lugal-iti-da	PN	PN
P101581	lugal-iti-da	dumu	i3-x-sza-ri2	PN	PN
P101581	{gesz}guzza-ni	dumu	{d}nin-ur4-da	N	DN
P101581	dub-sar	dumu	nigar{gar}-ki-du10	N	PN
P101582	lugal-ti-da	dumu	giri3-ni	PN	N
P101583	ur-...	dumu	usz-...	PN	PN
P101586	dub-sar	dumu	lugal-nesag-e	N	PN
P101587	szesz-kal-la	dumu	ba-al-tu2-a	PN	PN
P101587	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P101588	dub-sar	dumu	lu2-ga	N	PN
P101589	ur-x-e	dumu	hu-...	PN	PN
P101591	a-gal-zi	dumu	inim-{d}szara2	PN	PN
P101591	nin-e2-gal-e	dumu	e2-u6-e	PN	PN
P101591	...	dumu	...	PN	PN
P101591	ama-gi-na	dumu	lu2-eb-gal	PN	PN
P101591	nin-a-zu	dumu	...	PN	PN
P101591	geme2-{d}li9-si4	dumu	ur-{d}a-szar2	PN	PN
P101591	geme2-{d}isztaran	dumu	lugal-a-i3-sa6	PN	PN
P101591	geme2-{d}szara2	dumu	lu2-{d}nanna	PN	PN
P101591	geme2-eb-gal	dumu	lugal-e2-mah-e-x	PN	PN
P101591	geme2-eb-gal	dumu	ga-ti-e	PN	PN
P101591	ama-kal-la	dumu	lugal-nesag-e	PN	PN
P101591	nin-en-sa6	dumu	ku3-zu-mu	PN	PN
P101592	dub-sar	dumu	ur-nigar{gar}	N	PN
P101593	lu2-gi-na	dumu	e2-gal-x	PN	PN
P101594	dub-sar	dumu	ukken-ne2	N	PN
P101595	dub-sar	dumu	lu2-{d}szara2	N	PN
P101596	dumu-ni	dumu	ur-{d}suen-me	N	PN
P101596	dumu-ni	dumu	x-{d}szara2-me	N	PN
P101596	a-...	dumu	lugal-me-lam2	PN	PN
P101596	ur-{gesz}gigir	dumu	lugal-e2-mah-e-me	PN	PN
P101596	ur-sukkal	dumu	al-la	PN	V
P101596	ur-{d}a-szar2	dumu	da-du-mu	PN	PN
P101602	ur-{d}inanna	dumu	bu3-ze-e	PN	PN
P101603	ur-{d}...	dumu	a-kal-la	PN	PN
P101608	lu2-{d}szara2	dumu	lu2-du10-ga	PN	PN
P101609	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P101610	...	dumu	lugal-nig2-lagar-e	PN	PN
P101610	lu2-dingir-ra	dumu	ha-ba-lu5-ge2	PN	PN
P101610	lu2-{d}nin-szubur	dumu	lu2-he2-gal2	PN	PN
P101610	ur-{d}szara2	dumu	szesz-kal-la	PN	PN
P101616	szu-{d}er3-ra	dumu	ur-{d}gilgamesx(|BIL3.GA.MES|)-ka	PN	PN
P101618	dub-sar	dumu	ur-{d}isztaran	N	PN
P101619	dub-sar	dumu	lu2-ga	N	PN
P101620	dub-sar	dumu	ur-sa6-ga	N	PN
P101626	geme2	dumu	sza3	N	N
P101630	geme2	dumu	bala-sze3	N	N
P101630	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P101632	engar	dumu	ma2-gur8-re	N	PN
P101636	dub-sar	dumu	lugal-uszur3	N	PN
P101639	dub-sar	dumu	szesz-...	N	PN
P101643	u3-ma-ni	dumu	lu2-ga	PN	PN
P101643	dub-sar	dumu	gur4-za-an	N	PN
P101644	dub-sar	dumu	lugal-nesag-e	N	PN
P101646	dub-sar	dumu	da-da-ga	N	PN
P101659	dub-sar	dumu	ur-e11-e	N	PN
P101661	...	dumu	i-la-...	PN	PN
P101662	dub-sar	dumu	ur-sa6-ga	N	PN
P101663	dub-sar	dumu	ur-nigar{gar}	N	PN
P101664	dub-sar	dumu	ur-{d}szara2	N	PN
P101668	dub-sar	dumu	ur-e11-e	N	PN
P101669	{d}szara2-a-mu	dumu	a-kal-la	PN	PN
P101669	sza3-ku3-ge	dumu	{d}szara2-kam	PN	PN
P101669	ur-ge6-par4	dumu	sipa	PN	N
P101669	a-kal-la	dumu	ba-NE	PN	PN
P101669	lu2-{d}nin-szubur	dumu	lugal-nig2-lagar-e	PN	PN
P101669	inim-{d}szara2	dumu	lugal-ku3-zu	PN	PN
P101669	ur-{d}szul-pa-e3	dumu	ba-saga	PN	PN
P101669	lugal-ezem	dumu	lugal-uszurx(|LAL2.TUG2|)-me	PN	PN
P101669	ur-{d}suen	dumu	szesz-ki-ag2-mu	PN	PN
P101669	du-du	dumu	lugal-ma2-gur8-re	PN	PN
P101669	{d}utu-ik-sur2	dumu	da-KU	PN	PN
P101669	lugal-he2-gal2	dumu	a-kal-la	PN	PN
P101669	a-kal-la	dumu	ba-NE	PN	PN
P101669	ur-{d}dumu-zi-da	dumu	szesz-kal-la-me	PN	PN
P101669	lugal-{gesz}gigir-re	dumu	giri3-ni-me	PN	N
P101669	ur-ge6-par4	dumu	sipa	PN	N
P101669	lu2-bala-saga	dumu	nam-ha-ni	PN	N
P101669	lu2-{d}szara2	dumu	ur-szul	PN	PN
P101669	ur-szul	dumu	diri-ta	PN	V
P101669	szesz-kal-la	dumu	bu3-du	PN	PN
P101669	lugal-mas-su2	dumu	giri3-ni	PN	N
P101669	ur-{gesz}gigir	dumu	lugal-uszurx(|LAL2.TUG2|)	PN	PN
P101669	lugal-uszurx(|LAL2.TUG2|)	dumu	diri-ta	PN	V
P101669	a-kal-la	dumu	{d}utu-mu	PN	PN
P101669	ba-zi	dumu	ur-szul	V	PN
P101669	ur-nigar{gar}	dumu	an-ne2-ba-ab-du7	PN	PN
P101669	{d}szara2-mu-tum2	dumu	e2-u3-ri2-a	RN	PN
P101669	inim-{d}szara2	dumu	ur-sukkal	PN	PN
P101670	lugal-ma2-gur8-re	dumu	lu2-{d}szara2	PN	PN
P101673	dub-sar	dumu	ugu2-du6	N	PN
P101674	dub-sar	dumu	ur-nigar{gar}	N	PN
P101675	lugal-...	dumu	lugal-...-al	PN	PN
P101681	dub-sar	dumu	ur-{d}szara2	N	PN
P101682	ur-{d}ba-ba6	dumu	na-silim	PN	PN
P101683	x-kal-la	dumu	x-...	DN	PN
P101683	ur-{d}a-szar2	dumu	szesz-kal-la	PN	PN
P101687	ur-nigar{gar}-ki-du10	dumu	ur-{d}li9-si4-na-ka-ke4	PN	PN
P101691	dub-sar	dumu	na-DI	N	PN
P101693	til-la	dumu	a-e-bar-ra	V	PN
P101694	nu-ur2-i3-li2	dumu	szu-u3-a-ta	PN	PN
P101694	nu-ur2-i3-li2	dumu	szu-u3-a-ta	PN	PN
P101717	ur-{d}ba-ba6	dumu	lu2-{d}...	PN	PN
P101718	ur-{d}ha-ia3	dumu	al-la-gu	PN	PN
P101724	naga	dumu	du10-i3-li2	N	PN
P101724	naga	dumu	kalam-kal	N	V
P101725	dub-sar	dumu	ur-{d}nin-su	N	PN
P101726	lu2-dingir-ra	dumu	a-hu-szu-ni	PN	PN
P101726	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P101742	ur-{d}nun-gal	dumu	...-ra	PN	PN
P101742	ba-a-ga	dumu	lu2-{d}nansze	PN	PN
P101742	nin-geszkim-zi	dumu	ur-szu-ga-lam-ma	PN	PN
P101742	ur-mes	dumu	al-la	PN	V
P101742	a-tu	dumu	ma2-lah5-gal	PN	PN
P101742	du11-ga	dumu	giri3-ni-i3-dab5	PN	N
P101742	lu2-sa6-ga	dumu	ur-sa6-ga-ke4	PN	PN
P101744	ki	dumu	he2-na-be2-ka-ta	N	PN
P101744	na-silim	dumu	ur-{d}suen	PN	PN
P101744	lugal-uszur4	dumu	lugal-x-x	PN	PN
P101744	gu3-de2-a	dumu	ab-ba-iri	PN	N
P101744	...	dumu	dingir-ra-ke4	PN	PN
P101744	nin-kal-la	dumu	lu2-{d}nansze	PN	PN
P101744	ur-nig2	dumu	a-tu	PN	PN
P101744	igi-zi-bar-ra	dumu	...	PN	PN
P101744	a-tu	dumu	...	PN	PN
P101744	ur-{d}...	dumu	...	PN	PN
P101744	ab-ba-mu	dumu	lu2-{d}...	PN	PN
P101744	a-tu	dumu	lugal-dur9{ur3}-re	PN	PN
P101744	...	dumu	...	PN	PN
P101744	...	dumu	...	PN	PN
P101744	...	dumu	...	PN	PN
P101745	nin-ku3-zu	dumu	ur-{d}nansze	N	PN
P101745	na-ba-sa6	dumu	a-tu-ke4	PN	N
P101746	nin-za3-ge-si	dumu	ur3-re-ba-du7	PN	PN
P101746	a-kal-la	dumu	ur-nigar{gar}-ke4	PN	PN
P101746	a-la	dumu	a2-ra-da-na	PN	PN
P101746	lu2-uru11{ki}	dumu	ur-nigar{gar}-ra	PN	PN
P101747	sila4-tur	dam	ur-tur-ke4	PN	PN
P101747	ba-usz2-ta	dam	kur2-e	PN	V
P101747	ur-{d}lamma	dumu	ur-tur-ra	RN	PN
P101749	ur-{d}lamma	dumu	ur-ku3-nun-ka-ke4	RN	PN
P101749	ur-{d}ba-ba6	dumu	ur-{d}isztaran-ka-ra	PN	PN
P101749	ur-{d}nansze	dumu	lu2-{d}igi-ma-sze3	PN	PN
P101749	lu2-giri17-zal	dumu	a-tu	PN	PN
P101754	ma-an-du11	dumu	pa4-pa4	PN	PN
P101756	dub-sar	dumu	x-e2	N	PN
P101769	ur-{d}dumu-zi	dumu	lugal-zar-x	PN	PN
P101776	dub-sar	dumu	lugal-uszur3	N	PN
P101779	dub-sar	dumu	nigar-ki-du10	N	PN
P101781	dub-sar	dumu	ur-e11-e	N	PN
P101783	{d}szara2-kam	dumu	ur-mes	PN	PN
P101787	ur-mes	dumu	la-na	PN	PN
P101789	dub-sar	dumu	ur-nigar{gar}	N	PN
P101794	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P101795	a-lu5-lu5	dumu	inim-{d}szara2	N	PN
P101826	dub-sar	dumu	...	N	PN
P101829	dub-sar	dumu	ur-e11-e	N	PN
P101833	dub-sar	dumu	ur-{d}szara2	N	PN
P101833	dub-sar	dumu	ur-e11-e	N	PN
P101837	dub-sar	dumu	nam-ha-ni	N	N
P101838	lu2-dingir-ra	dumu	lugal-e2-mah-e	PN	PN
P101840	...	dumu	...	PN	PN
P101840	lu2-kal-la	dumu	lu2-du10-ga-sze3	PN	WN
P101840	ur-{d}nisaba	dumu	sza3-ku3-ge	PN	PN
P101849	a-sza3	nin	3(gesz2)	N	NU
P101849	a-sza3	nin	2(gesz2)	N	NU
P101851	lugal-ibila	dumu	ku-za	PN	PN
P101851	dub-sar	dumu	ur-x-...	N	PN
P101852	ur-{d}szul-pa-e3	dumu	...	PN	PN
P101853	ur-{d}gu2-la2	dumu	ad-u3-ka	PN	PN
P101853	ur-{d}gu2-la2	dumu	a-du10-ka	PN	PN
P101854	ur-amasz-a	dumu	ur-x-a	PN	PN
P101855	lu2-esz3-ku3-ga	dumu	la-...	PN	PN
P101857	ur-mes	dumu	la-na	PN	PN
P101882	dub-sar	dumu	da-da-ga	N	PN
P101885	dub-sar	dumu	la-a-sa6	N	PN
P101886	dub-sar	dumu	ur-nigar{gar}	N	PN
P101890	ur-{d}lamma	dumu	ur-{d}x	RN	PN
P101891	dub-sar	dumu	ur-nigar{gar}	N	PN
P101893	dub-sar	dumu	da-a-gi4	N	PN
P101894	dub-sar	dumu	ur-nigar{gar}	N	PN
P101897	i-szar-pa2-dan	dumu	x-...	PN	PN
P101899	x-...	dumu	za-li-x	PN	PN
P101904	ur-{d}ig-alim	dumu	ur-sa6-ga	PN	PN
P101904	lu2-dingir-ra	dumu	ga-du	PN	PN
P101905	lu2-{d}nin-gir2-su	dumu	na-sa2	PN	PN
P101906	ku5-da	dumu	du11-ga-zi-da	V	PN
P101906	ur-ba-gara2	dumu	nig2-du10-ga	PN	N
P101906	lu2-e2-an-ka	dumu	{gesz}geszimmar	PN	N
P101906	ur-{d}lamma	dumu	gu4-KU	RN	PN
P101906	lu2-bala-sa6-ga	dumu	du11-ga-zi-da	PN	PN
P101906	lu2-bala-sa6-ga	dumu	di-mi-x	PN	PN
P101908	ur-mes	dumu	e2-ki-gal-la	PN	PN
P101910	ur-nig2	dumu	lu2-KU-sze3	PN	PN
P101912	gu-za-la2	dumu	tul2-ta	N	N
P101912	lu2-uru11{ki}	dumu	x-x	PN	PN
P101917	ur-mes	dumu	lugal-{d}nin-szubur-ta	PN	PN
P101917	ur-mes	dumu	lugal-uszumgal	PN	N
P101917	ur-mes	dumu	lugal-uszumgal	PN	N
P101924	ur-{d}nansze	dumu	ur-e2-an-na	PN	PN
P101926	lugal-ma2-gur8-re	dumu	lu2-{d}szara2	PN	PN
P101928	ur-sa6-ga	dumu	ur-gu-la	PN	PN
P101930	ar3-ra	dumu	dab5-ba	V	V
P101932	ur-{d}szul-pa-e3	dumu	ur-{d}isztaran	PN	PN
P101934	dub-sar	dumu	ur-{d}ba-ba6	N	PN
P101936	dub-sar	dumu	lu2-kal-la	N	PN
P101941	lu2-gi-na	dumu	ur-{d}nin-tu	PN	PN
P101941	ur-{d}nin-mug	dumu	ur-e2-babbar2	PN	PN
P101942	ur-{d}lamma	dumu	lu2-dingir-ra	RN	PN
P101951	ur-{d}nin-gir2-su	dumu	a-ab-ba	PN	V
P101952	{d}lugal-u4-da	dumu	...-ni	DN	PN
P101953	ur-{d}ba-ba6	dumu	ba-zi-ta	PN	PN
P101953	...	dumu	ur-x-x	PN	PN
P101954	mu	dumu-munus	lugal	N	N
P101955	mu	dumu-munus	lugal	N	N
P101959	1(disz)	dumu	1(ban2)	NU	NU
P101959	2(disz)	dumu	1(ban2)-ta	NU	NU
P101961	ur-sa6-ga	dumu	dub-sar-mah-sze3	PN	N
P101961	ur-sa6-ga	dumu	dub-sar-mah-ta	PN	N
P101963	ur-{d}lamma	dumu	szesz-szesz	RN	PN
P101963	...	dumu	szesz-szesz	PN	PN
P101965	2(disz)	dumu	1(ban2)-ta	NU	NU
P101965	1(disz)	dumu	1(ban2)	NU	NU
P101965	2(disz)	dumu	1(ban2)-ta	NU	NU
P101965	dub-sar	dumu	ur-{d}lamma	N	RN
P101967	2(disz)	dumu	1(ban2)	NU	NU
P101967	5(disz)	dumu	1(ban2)-ta	NU	NU
P101967	2(disz)	dumu	1(ban2)	NU	NU
P101967	5(disz)	dumu	1(ban2)-ta	NU	NU
P101967	dub-sar	dumu	ur-sa6-ga	N	PN
P101969	lu2-uru11{ki}	dumu	ur-{d}ba-ba6	PN	PN
P101973	dub-sar	dumu	x-...	N	PN
P101974	dub-sar	dumu	ur-{d}lamma	N	RN
P101976	dub-sar	dumu	lu2-gi-na	N	PN
P101978	nig2-{d}ba-ba6	dumu	i3-ba	PN	N
P101980	6(disz)	dumu	2(ban2)-ta	NU	NU
P101980	8(disz)	dumu	1(ban2)	NU	NU
P101980	1(u)	dumu	1(ban2)-ta	NU	NU
P101981	lu2-{d}nin-gir2-su	dumu	ARAD2-mu	PN	PN
P101981	lu2-{d}nin-gir2-su	dumu	ARAD2-mu	PN	PN
P101982	lu2-{d}gesz-bar-e3	dumu	ur-...	PN	PN
P101986	...	nin	min	PN	N
P101986	x	dumu	na-ba-sa6	N	PN
P101986	{d}utu-bar-ra	dumu	a-mu	PN	PN
P101986	ur-dam	dumu	ur-{d}nansze	PN	PN
P101987	lu2-{d}nanna	dumu	ur-dim3-sze3	PN	PN
P101987	lu2-{d}inanna	dumu	ur-dun	PN	PN
P101989	a-tu	dumu	lugal-e2-da	PN	PN
P101992	ba-zi	dumu	na-silim-ta	V	PN
P101992	ma-an-szum2	dumu	erin-da-ta	PN	PN
P101992	ur-{d}lamma	dumu	ur-nig2	RN	PN
P101992	ur-{d}nansze	dumu	ur-{d}ig-alim	PN	PN
P101992	ur-{d}lamma	dumu	...	RN	PN
P101993	lu2-{d}ba-ba6	dumu	na-sa6-ta	PN	PN
P101995	lu2-{d}ba-ba6	dumu	na-ba-sa6-ta	PN	PN
P101996	ur-{d}ba-ba6	dumu	na-silim-ke4	PN	PN
P101998	lu2-{d}ba-ba6	dumu	na-sa6-ta	PN	PN
P102002	dub-sar	dumu	lu2-{d}ba-ba6	N	PN
P102003	an-gu-lu5-lu5	dumu	giri3-ni-ta	PN	PN
P102003	ur-{d}ba-ba6	dumu	ur-{d}en-sig-nun	PN	PN
P102004	szuku-ra	dumu	ensi2-ke4-ne	PN	N
